bootstrap,q,K,case,lower_mode,N_req,N_U_req,N_M_req,total_copy_cost,abs_error_at_crossing,epsilon_eff,found,used_fallback,file,state
74,2,3,NM100_vary_NU,exact,1700,17,100,5100,0.01846788820295664,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
74,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
75,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.0014493110236214468,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
75,2,3,NM100_vary_NU,exact,1100,11,100,3300,0.07881395885904896,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
75,2,4,NM100_vary_NU,exact,1700,17,100,6800,0.041652827794610714,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
76,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.03882627952755968,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
76,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
76,2,4,NM100_vary_NU,exact,1300,13,100,5200,0.05741284867165611,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
77,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.06299163385826834,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
77,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.09591201221160839,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
77,2,4,NM100_vary_NU,exact,6100,61,100,24400,0.01323930113259944,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
78,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.05713336614173292,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
78,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
78,2,4,NM100_vary_NU,exact,1700,17,100,6800,0.041652827794610714,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
79,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.09664616141732224,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
79,2,3,NM100_vary_NU,exact,1100,11,100,3300,0.021820447683850663,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
79,2,4,NM100_vary_NU,exact,5400,54,100,21600,0.08236272274464185,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
80,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.09005561023621989,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
80,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
80,2,4,NM100_vary_NU,exact,2200,22,100,8800,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
81,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.0014493110236214468,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
81,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.029473712373827843,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
81,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
82,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.06589025590551117,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
82,2,3,NM100_vary_NU,exact,1300,13,100,3900,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
82,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
83,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.07104675196850463,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
83,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.09591201221160839,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
83,2,4,NM100_vary_NU,exact,1700,17,100,6800,0.041652827794610714,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
84,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.0937475393700794,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
84,2,3,NM100_vary_NU,exact,1300,13,100,3900,0.00428398270686664,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
84,2,4,NM100_vary_NU,exact,2500,25,100,10000,0.030466984672831515,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
85,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.07104675196850463,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
85,2,3,NM100_vary_NU,exact,1300,13,100,3900,0.052509261393572815,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
85,2,4,NM100_vary_NU,exact,2200,22,100,8800,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
86,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.04172490157480252,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
86,2,3,NM100_vary_NU,exact,1700,17,100,5100,0.05528842037671172,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
86,2,4,NM100_vary_NU,exact,2800,28,100,11200,0.050851783466478284,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
87,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.07910187007874081,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
87,2,3,NM100_vary_NU,exact,1100,11,100,3300,0.021820447683850663,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
87,2,4,NM100_vary_NU,exact,1700,17,100,6800,0.041652827794610714,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
88,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.009504429133857684,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
88,2,3,NM100_vary_NU,exact,1700,17,100,5100,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
88,2,4,NM100_vary_NU,exact,2200,22,100,8800,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
89,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.035164862204725034,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
89,2,3,NM100_vary_NU,exact,1300,13,100,3900,0.0439412959798397,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
89,2,4,NM100_vary_NU,exact,1300,13,100,5200,0.05741284867165611,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
90,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.054936515748032155,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
90,2,3,NM100_vary_NU,exact,1100,11,100,3300,0.03517306349134758,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
90,2,4,NM100_vary_NU,exact,7900,79,100,31600,0.06594002082318287,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
91,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.01755954724409392,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
91,2,3,NM100_vary_NU,exact,1300,13,100,3900,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
91,2,4,NM100_vary_NU,exact,1900,19,100,7600,0.03968530656716629,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
92,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.06299163385826834,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
92,2,3,NM100_vary_NU,exact,1100,11,100,3300,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
92,2,4,NM100_vary_NU,exact,1700,17,100,6800,0.041652827794610714,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
93,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.04538631889763717,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
93,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
93,2,4,NM100_vary_NU,exact,17300,173,100,69200,0.022367649829254183,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
94,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.06299163385826834,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
94,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.033219149918890356,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
94,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
95,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.02341781496062928,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
95,2,3,NM100_vary_NU,exact,1500,15,100,4500,0.008576091609588388,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
95,2,4,NM100_vary_NU,exact,10300,103,100,41200,0.09338426905843647,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
96,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.08642470472441,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
96,2,3,NM100_vary_NU,exact,1300,13,100,3900,0.052509261393572815,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
96,2,4,NM100_vary_NU,exact,3700,37,100,14800,0.09734380267294446,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
97,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.08200049212598365,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
97,2,3,NM100_vary_NU,exact,1300,13,100,3900,0.00428398270686664,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
97,2,4,NM100_vary_NU,exact,1300,13,100,5200,0.05741284867165611,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
98,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.07177903543307151,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
98,2,3,NM100_vary_NU,exact,3700,37,100,11100,0.009497526348672625,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
98,2,4,NM100_vary_NU,exact,3200,32,100,12800,0.08994734507191571,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
99,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.0014493110236214468,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
99,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.033219149918890356,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
99,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
100,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.05783513779527499,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
100,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.029473712373827843,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
100,2,4,NM100_vary_NU,exact,1900,19,100,7600,0.03968530656716629,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
101,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.089323326771653,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
101,2,3,NM100_vary_NU,exact,1100,11,100,3300,0.07881395885904896,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
101,2,4,NM100_vary_NU,exact,1700,17,100,6800,0.041652827794610714,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
102,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.01755954724409392,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
102,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
102,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
103,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.07394537401574741,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
103,2,3,NM100_vary_NU,exact,1500,15,100,4500,0.05037133313806719,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
103,2,4,NM100_vary_NU,exact,2500,25,100,10000,0.030466984672831515,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
104,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.04978001968503876,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
104,2,3,NM100_vary_NU,exact,1300,13,100,3900,0.00428398270686664,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
104,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
105,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.01755954724409392,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
105,2,3,NM100_vary_NU,exact,1100,11,100,3300,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
105,2,4,NM100_vary_NU,exact,2500,25,100,10000,0.030466984672831515,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
106,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.04978001968503876,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
106,2,3,NM100_vary_NU,exact,1100,11,100,3300,0.021820447683850663,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
106,2,4,NM100_vary_NU,exact,3700,37,100,14800,0.020999518943514844,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
107,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.054936515748032155,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
107,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.029473712373827843,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
107,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
108,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.03882627952755968,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
108,2,3,NM100_vary_NU,exact,1300,13,100,3900,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
108,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
109,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.09521210629921317,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
109,2,3,NM100_vary_NU,exact,1100,11,100,3300,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
109,2,4,NM100_vary_NU,exact,1900,19,100,7600,0.03968530656716629,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
110,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.03074064960629863,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
110,2,3,NM100_vary_NU,exact,4200,42,100,12600,0.08695588902693441,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
110,2,4,NM100_vary_NU,exact,11700,117,100,46800,0.01998803756217754,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
111,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.02051919291338644,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
111,2,3,NM100_vary_NU,exact,1900,19,100,5700,0.006822155269324837,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
111,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
112,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.014660925196851027,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
112,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.09591201221160839,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
112,2,4,NM100_vary_NU,exact,1300,13,100,5200,0.05741284867165611,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
113,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.06589025590551117,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
113,2,3,NM100_vary_NU,exact,3200,32,100,9600,0.07257505520007146,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
113,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
114,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.014660925196851027,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
114,2,3,NM100_vary_NU,exact,2500,25,100,7500,0.058296294835977536,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
114,2,4,NM100_vary_NU,exact,3700,37,100,14800,0.09734380267294446,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
115,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.07104675196850463,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
115,2,3,NM100_vary_NU,exact,1500,15,100,4500,0.05037133313806719,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
115,2,4,NM100_vary_NU,exact,1300,13,100,5200,0.05741284867165611,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
116,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.01755954724409392,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
116,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.09591201221160839,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
116,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
117,2,2,NM100_vary_NU,exact,1300,13,100,2600,0.00764555572380321,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
117,2,3,NM100_vary_NU,exact,1900,19,100,5700,0.05917033135458899,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
117,2,4,NM100_vary_NU,exact,1100,11,100,4400,0.06506835132300104,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
118,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.04248769685039433,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
118,2,3,NM100_vary_NU,exact,1500,15,100,4500,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
118,2,4,NM100_vary_NU,exact,2500,25,100,10000,0.030466984672831515,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
119,2,2,NM100_vary_NU,exact,1100,11,100,2200,0.04248769685039433,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
119,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.033219149918890356,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
119,2,4,NM100_vary_NU,exact,1300,13,100,5200,0.05741284867165611,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
120,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.04172490157480252,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
120,2,3,NM100_vary_NU,exact,1100,11,100,3300,0.03517306349134758,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
120,2,4,NM100_vary_NU,exact,2800,28,100,11200,0.050851783466478284,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
121,2,2,NM100_vary_NU,exact,1000,10,100,2000,0.0014493110236214468,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
121,2,3,NM100_vary_NU,exact,1000,10,100,3000,0.09216657466654588,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
121,2,4,NM100_vary_NU,exact,1300,13,100,5200,0.05741284867165611,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q2_NU100000_NM100_data.npz,noisy_GHZ_p0.3
