bootstrap,q,K,case,lower_mode,N_req,N_U_req,N_M_req,total_copy_cost,abs_error_at_crossing,epsilon_eff,found,used_fallback,file,state
6,5,3,NM1_vary_NU,exact,10,10,1,30,0.04300781250000024,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
6,5,4,NM1_vary_NU,exact,12,12,1,48,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
7,5,2,NM1_vary_NU,exact,10,10,1,20,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
7,5,3,NM1_vary_NU,exact,10,10,1,30,0.04300781250000024,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
7,5,4,NM1_vary_NU,exact,25,25,1,100,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
8,5,2,NM1_vary_NU,exact,30,30,1,60,0.039270833333332755,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
8,5,3,NM1_vary_NU,exact,17,17,1,51,0.05477251838235314,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
8,5,4,NM1_vary_NU,exact,30,30,1,120,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
9,5,2,NM1_vary_NU,exact,25,25,1,50,0.014062500000000533,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
9,5,3,NM1_vary_NU,exact,14,14,1,42,0.07127790178571408,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
9,5,4,NM1_vary_NU,exact,12,12,1,48,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
10,5,2,NM1_vary_NU,exact,30,30,1,60,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
10,5,3,NM1_vary_NU,exact,10,10,1,30,0.04300781250000024,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
10,5,4,NM1_vary_NU,exact,12,12,1,48,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
11,5,2,NM1_vary_NU,exact,17,17,1,34,0.09417279411764651,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
11,5,3,NM1_vary_NU,exact,14,14,1,42,0.07127790178571408,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
11,5,4,NM1_vary_NU,exact,10,10,1,40,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
12,5,2,NM1_vary_NU,exact,10,10,1,20,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
12,5,3,NM1_vary_NU,exact,14,14,1,42,0.07157924107142877,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
12,5,4,NM1_vary_NU,exact,17,17,1,68,0.04089419430003416,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
13,5,2,NM1_vary_NU,exact,14,14,1,28,0.06549107142857191,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
13,5,3,NM1_vary_NU,exact,12,12,1,36,0.023658854166666465,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
13,5,4,NM1_vary_NU,exact,14,14,1,56,0.03249083295549632,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
14,5,2,NM1_vary_NU,exact,14,14,1,28,0.07736607142857088,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
14,5,3,NM1_vary_NU,exact,12,12,1,36,0.023658854166666465,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
14,5,4,NM1_vary_NU,exact,30,30,1,120,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
15,5,2,NM1_vary_NU,exact,10,10,1,20,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
15,5,3,NM1_vary_NU,exact,14,14,1,42,0.07157924107142877,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
15,5,4,NM1_vary_NU,exact,37,37,1,148,0.009980209515546123,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
16,5,2,NM1_vary_NU,exact,21,21,1,42,0.01787202380952435,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
16,5,3,NM1_vary_NU,exact,12,12,1,36,0.023658854166666465,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
16,5,4,NM1_vary_NU,exact,12,12,1,48,0.0865567860921227,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
17,5,2,NM1_vary_NU,exact,14,14,1,28,0.06549107142857191,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
17,5,3,NM1_vary_NU,exact,14,14,1,42,0.07127790178571408,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
17,5,4,NM1_vary_NU,exact,10,10,1,40,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
18,5,2,NM1_vary_NU,exact,10,10,1,20,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
18,5,3,NM1_vary_NU,exact,14,14,1,42,0.07127790178571408,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
18,5,4,NM1_vary_NU,exact,21,21,1,84,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
19,5,2,NM1_vary_NU,exact,12,12,1,24,0.005937499999999485,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
19,5,3,NM1_vary_NU,exact,14,14,1,42,0.07157924107142877,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
19,5,4,NM1_vary_NU,exact,12,12,1,48,0.0865567860921227,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
20,5,2,NM1_vary_NU,exact,12,12,1,24,0.005937499999999485,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
20,5,3,NM1_vary_NU,exact,17,17,1,51,0.05477251838235314,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
20,5,4,NM1_vary_NU,exact,10,10,1,40,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
21,5,2,NM1_vary_NU,exact,17,17,1,34,0.09417279411764651,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
21,5,3,NM1_vary_NU,exact,14,14,1,42,0.07157924107142877,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
21,5,4,NM1_vary_NU,exact,17,17,1,68,0.07675286452349522,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
22,5,2,NM1_vary_NU,exact,12,12,1,24,0.005937499999999485,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
22,5,3,NM1_vary_NU,exact,10,10,1,30,0.04300781250000024,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
22,5,4,NM1_vary_NU,exact,10,10,1,40,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
23,5,2,NM1_vary_NU,exact,12,12,1,24,0.005937499999999485,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
23,5,3,NM1_vary_NU,exact,30,30,1,90,0.023658854166666465,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
23,5,4,NM1_vary_NU,exact,14,14,1,56,0.03249083295549632,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
24,5,2,NM1_vary_NU,exact,17,17,1,34,0.09417279411764651,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
24,5,3,NM1_vary_NU,exact,17,17,1,51,0.05477251838235314,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
24,5,4,NM1_vary_NU,exact,37,37,1,148,0.06403426356960018,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
25,5,2,NM1_vary_NU,exact,17,17,1,34,0.09417279411764651,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
25,5,3,NM1_vary_NU,exact,30,30,1,90,0.023658854166666465,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
25,5,4,NM1_vary_NU,exact,37,37,1,148,0.09812789859256199,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
26,5,2,NM1_vary_NU,exact,21,21,1,42,0.01787202380952435,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
26,5,3,NM1_vary_NU,exact,12,12,1,36,0.023658854166666465,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
26,5,4,NM1_vary_NU,exact,14,14,1,56,0.03249083295549632,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
27,5,2,NM1_vary_NU,exact,14,14,1,28,0.07736607142857088,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
27,5,3,NM1_vary_NU,exact,10,10,1,30,0.04300781250000024,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
27,5,4,NM1_vary_NU,exact,17,17,1,68,0.04089419430003416,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
28,5,2,NM1_vary_NU,exact,30,30,1,60,0.039270833333332755,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
28,5,3,NM1_vary_NU,exact,25,25,1,75,0.07699218749999975,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
28,5,4,NM1_vary_NU,exact,12,12,1,48,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
29,5,2,NM1_vary_NU,exact,10,10,1,20,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
29,5,3,NM1_vary_NU,exact,25,25,1,75,0.0030078125000002065,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
29,5,4,NM1_vary_NU,exact,12,12,1,48,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
30,5,2,NM1_vary_NU,exact,10,10,1,20,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
30,5,3,NM1_vary_NU,exact,17,17,1,51,0.05477251838235314,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
30,5,4,NM1_vary_NU,exact,12,12,1,48,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
31,5,2,NM1_vary_NU,exact,14,14,1,28,0.06549107142857191,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
31,5,3,NM1_vary_NU,exact,17,17,1,51,0.06287454044117624,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
31,5,4,NM1_vary_NU,exact,14,14,1,56,0.03249083295549632,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
32,5,2,NM1_vary_NU,exact,14,14,1,28,0.07736607142857088,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
32,5,3,NM1_vary_NU,exact,25,25,1,75,0.0030078125000002065,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
32,5,4,NM1_vary_NU,exact,25,25,1,100,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
33,5,2,NM1_vary_NU,exact,25,25,1,50,0.06593749999999943,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
33,5,3,NM1_vary_NU,exact,10,10,1,30,0.04300781250000024,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
33,5,4,NM1_vary_NU,exact,10,10,1,40,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
34,5,2,NM1_vary_NU,exact,17,17,1,34,0.023474264705882875,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
34,5,3,NM1_vary_NU,exact,12,12,1,36,0.023658854166666465,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
34,5,4,NM1_vary_NU,exact,17,17,1,68,0.04089419430003416,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
35,5,2,NM1_vary_NU,exact,10,10,1,20,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
35,5,3,NM1_vary_NU,exact,10,10,1,30,0.04300781250000024,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
35,5,4,NM1_vary_NU,exact,14,14,1,56,0.03249083295549632,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
36,5,2,NM1_vary_NU,exact,17,17,1,34,0.023474264705882875,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
36,5,3,NM1_vary_NU,exact,12,12,1,36,0.023658854166666465,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
36,5,4,NM1_vary_NU,exact,10,10,1,40,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
37,5,2,NM1_vary_NU,exact,14,14,1,28,0.07736607142857088,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
37,5,3,NM1_vary_NU,exact,25,25,1,75,0.0030078125000002065,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
37,5,4,NM1_vary_NU,exact,14,14,1,56,0.03249083295549632,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
38,5,2,NM1_vary_NU,exact,30,30,1,60,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
38,5,3,NM1_vary_NU,exact,10,10,1,30,0.04300781250000024,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
38,5,4,NM1_vary_NU,exact,12,12,1,48,0.0865567860921227,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
39,5,2,NM1_vary_NU,exact,10,10,1,20,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
39,5,3,NM1_vary_NU,exact,12,12,1,36,0.023658854166666465,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
39,5,4,NM1_vary_NU,exact,25,25,1,100,0.026776547241210646,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
40,5,2,NM1_vary_NU,exact,14,14,1,28,0.06549107142857191,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
40,5,3,NM1_vary_NU,exact,14,14,1,42,0.07127790178571408,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
40,5,4,NM1_vary_NU,exact,12,12,1,48,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
41,5,2,NM1_vary_NU,exact,21,21,1,42,0.01787202380952435,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
41,5,3,NM1_vary_NU,exact,37,37,1,111,0.059694890202702466,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
41,5,4,NM1_vary_NU,exact,64,64,1,256,0.00322345275878938,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
42,5,2,NM1_vary_NU,exact,12,12,1,24,0.005937499999999485,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
42,5,3,NM1_vary_NU,exact,21,21,1,63,0.07157924107142877,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
42,5,4,NM1_vary_NU,exact,12,12,1,48,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
43,5,2,NM1_vary_NU,exact,12,12,1,24,0.005937499999999485,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
43,5,3,NM1_vary_NU,exact,21,21,1,63,0.023658854166666465,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
43,5,4,NM1_vary_NU,exact,17,17,1,68,0.04089419430003416,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
44,5,2,NM1_vary_NU,exact,30,30,1,60,0.039270833333332755,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
44,5,3,NM1_vary_NU,exact,17,17,1,51,0.06287454044117624,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
44,5,4,NM1_vary_NU,exact,17,17,1,68,0.07675286452349522,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
45,5,2,NM1_vary_NU,exact,12,12,1,24,0.005937499999999485,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
45,5,3,NM1_vary_NU,exact,25,25,1,75,0.0030078125000002065,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
45,5,4,NM1_vary_NU,exact,10,10,1,40,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
46,5,2,NM1_vary_NU,exact,37,37,1,74,0.06163006756756806,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
46,5,3,NM1_vary_NU,exact,21,21,1,63,0.07157924107142877,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
46,5,4,NM1_vary_NU,exact,14,14,1,56,0.03249083295549632,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
47,5,2,NM1_vary_NU,exact,10,10,1,20,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
47,5,3,NM1_vary_NU,exact,21,21,1,63,0.07157924107142877,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
47,5,4,NM1_vary_NU,exact,21,21,1,84,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
48,5,2,NM1_vary_NU,exact,14,14,1,28,0.07736607142857088,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
48,5,3,NM1_vary_NU,exact,14,14,1,42,0.07157924107142877,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
48,5,4,NM1_vary_NU,exact,14,14,1,56,0.03249083295549632,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
49,5,2,NM1_vary_NU,exact,14,14,1,28,0.06549107142857191,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
49,5,3,NM1_vary_NU,exact,10,10,1,30,0.04300781250000024,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
49,5,4,NM1_vary_NU,exact,17,17,1,68,0.04089419430003416,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
50,5,2,NM1_vary_NU,exact,12,12,1,24,0.005937499999999485,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
50,5,3,NM1_vary_NU,exact,14,14,1,42,0.07157924107142877,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
50,5,4,NM1_vary_NU,exact,10,10,1,40,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
51,5,2,NM1_vary_NU,exact,25,25,1,50,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
51,5,3,NM1_vary_NU,exact,14,14,1,42,0.07157924107142877,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
51,5,4,NM1_vary_NU,exact,17,17,1,68,0.04089419430003416,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
52,5,2,NM1_vary_NU,exact,14,14,1,28,0.07736607142857088,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
52,5,3,NM1_vary_NU,exact,14,14,1,42,0.07127790178571408,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
52,5,4,NM1_vary_NU,exact,10,10,1,40,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
53,5,2,NM1_vary_NU,exact,14,14,1,28,0.07736607142857088,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
53,5,3,NM1_vary_NU,exact,10,10,1,30,0.04300781250000024,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
53,5,4,NM1_vary_NU,exact,21,21,1,84,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
54,5,2,NM1_vary_NU,exact,10,10,1,20,0.09406250000000049,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
54,5,3,NM1_vary_NU,exact,12,12,1,36,0.023658854166666465,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
54,5,4,NM1_vary_NU,exact,10,10,1,40,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
55,5,2,NM1_vary_NU,exact,14,14,1,28,0.07736607142857088,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
55,5,3,NM1_vary_NU,exact,37,37,1,111,0.04841321790540565,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
55,5,4,NM1_vary_NU,exact,14,14,1,56,0.03249083295549632,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
56,5,2,NM1_vary_NU,exact,21,21,1,42,0.01787202380952435,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
56,5,3,NM1_vary_NU,exact,14,14,1,42,0.07157924107142877,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
56,5,4,NM1_vary_NU,exact,12,12,1,48,0.08010988057454393,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
57,5,2,NM1_vary_NU,exact,14,14,1,28,0.07736607142857088,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
57,5,3,NM1_vary_NU,exact,44,44,1,132,0.006644176136363866,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
57,5,4,NM1_vary_NU,exact,17,17,1,68,0.04089419430003416,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
58,5,2,NM1_vary_NU,exact,14,14,1,28,0.07736607142857088,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
58,5,3,NM1_vary_NU,exact,14,14,1,42,0.07127790178571408,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
58,5,4,NM1_vary_NU,exact,10,10,1,40,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
59,5,2,NM1_vary_NU,exact,14,14,1,28,0.06549107142857191,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
59,5,3,NM1_vary_NU,exact,44,44,1,132,0.006644176136363866,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
59,5,4,NM1_vary_NU,exact,10,10,1,40,0.05322345275878937,0.1,True,False,noisy_ghz_n5_p0d3_depth5_q5_data.npz,noisy_GHZ_p0.3
